"Название Услуги","Ориентировочная Стоимость","Срок Исполнения","Размер Предоплаты"
"веб-разработка","5222926","226","1740975"
"создание мобильных систем","8868390","250","2956130"
"создание и обслуживание систем контроля доступа к портам и устройствам","1168895","204","584447"
"организацию антивирусной защиты","8243490","33","4121745"
"решения касающиеся сетевой безопасности и отражения угроз","3670111","42","1223370"
"организация систем видеонаблюдения","4311640","289","1437213"
"построение и обслуживание структурированных кабельных систем (СКС)","7060459","26","3530229"
"создание и поддержка интеллектуальных медиасистем","893625","211","446812"
"телефония","1047402","188","523701"
"создание виртуального офиса","411333","248","205666"
"организация резервного копирования","8413116","260","2804372"
"администрирование сетей и серверов","5086523","268","2543261"
"техническая поддержка рабочих станций и ИТ сервисов","4862244","107","1620748"
"веб-разработка","3693560","216","1231186"
"создание мобильных систем","3223610","124","1074536"
"создание и обслуживание систем контроля доступа к портам и устройствам","9474930","302","3158310"
"организацию антивирусной защиты","1014595","127","507297"
"решения касающиеся сетевой безопасности и отражения угроз","5846545","107","2923272"
"организация систем видеонаблюдения","9395439","345","4697719"
"построение и обслуживание структурированных кабельных систем (СКС)","6761832","208","2253944"
"создание и поддержка интеллектуальных медиасистем","4774925","164","1591641"
"телефония","8769070","322","4384535"
"создание виртуального офиса","6578952","62","3289476"
"организация резервного копирования","697763","364","348881"
"администрирование сетей и серверов","5565442","301","1855147"
"техническая поддержка рабочих станций и ИТ сервисов","2321413","237","773804"
"веб-разработка","9267688","305","3089229"
"создание мобильных систем","6636590","166","2212196"
"создание и обслуживание систем контроля доступа к портам и устройствам","7852322","33","2617440"
"организацию антивирусной защиты","8419693","342","2806564"
"решения касающиеся сетевой безопасности и отражения угроз","520041","338","260020"
"организация систем видеонаблюдения","5936626","165","1978875"
"построение и обслуживание структурированных кабельных систем (СКС)","6920925","296","3460462"
"создание и поддержка интеллектуальных медиасистем","8104445","339","4052222"
"телефония","1621616","330","810808"
"создание виртуального офиса","4710309","274","2355154"
"организация резервного копирования","1544374","159","514791"
"администрирование сетей и серверов","7413132","326","2471044"
"техническая поддержка рабочих станций и ИТ сервисов","2197963","92","1098981"
"веб-разработка","5255641","345","2627820"
"создание мобильных систем","2838003","359","1419001"
"создание и обслуживание систем контроля доступа к портам и устройствам","138552","44","69276"
"организацию антивирусной защиты","9936234","254","3312078"
"решения касающиеся сетевой безопасности и отражения угроз","8930612","340","4465306"
"организация систем видеонаблюдения","6510467","214","3255233"
"построение и обслуживание структурированных кабельных систем (СКС)","1941858","290","647286"
"создание и поддержка интеллектуальных медиасистем","1738136","271","579378"
"телефония","8231967","94","4115983"
"создание виртуального офиса","4214060","32","2107030"
"организация резервного копирования","2266326","175","755442"
"администрирование сетей и серверов","408468","261","136156"
"техническая поддержка рабочих станций и ИТ сервисов","2340728","234","1170364"
"веб-разработка","7431344","60","2477114"
"создание мобильных систем","8752648","52","4376324"
"создание и обслуживание систем контроля доступа к портам и устройствам","8799216","146","2933072"
"организацию антивирусной защиты","2684483","337","1342241"
"решения касающиеся сетевой безопасности и отражения угроз","4547739","46","1515913"
"организация систем видеонаблюдения","7871226","82","3935613"
"построение и обслуживание структурированных кабельных систем (СКС)","8626085","359","4313042"
"создание и поддержка интеллектуальных медиасистем","5165661","276","2582830"
"телефония","593356","249","197785"
"создание виртуального офиса","2156346","320","718782"
"организация резервного копирования","7683921","110","2561307"
"администрирование сетей и серверов","9553488","335","4776744"
"техническая поддержка рабочих станций и ИТ сервисов","362269","117","120756"
"веб-разработка","1232360","67","410786"
"создание мобильных систем","2685678","335","1342839"
"создание и обслуживание систем контроля доступа к портам и устройствам","7112323","295","2370774"
"организацию антивирусной защиты","8372529","242","4186264"
"решения касающиеся сетевой безопасности и отражения угроз","2456406","336","1228203"
"организация систем видеонаблюдения","6516944","326","3258472"
"построение и обслуживание структурированных кабельных систем (СКС)","3640937","118","1820468"
"создание и поддержка интеллектуальных медиасистем","1352698","173","450899"
"телефония","3508104","68","1169368"
"создание виртуального офиса","9429691","203","4714845"
"организация резервного копирования","2271258","278","757086"
"администрирование сетей и серверов","2342052","155","1171026"
"техническая поддержка рабочих станций и ИТ сервисов","180154","322","60051"
"веб-разработка","8225023","90","4112511"
"создание мобильных систем","2424958","178","1212479"
"создание и обслуживание систем контроля доступа к портам и устройствам","6712545","343","2237515"
"организацию антивирусной защиты","9126177","157","4563088"
"решения касающиеся сетевой безопасности и отражения угроз","9291345","119","4645672"
"организация систем видеонаблюдения","2530117","110","843372"
"построение и обслуживание структурированных кабельных систем (СКС)","9497329","319","4748664"
"создание и поддержка интеллектуальных медиасистем","7809321","340","2603107"
"телефония","3116775","348","1038925"
"создание виртуального офиса","170932","161","56977"
"организация резервного копирования","7354125","236","3677062"
"администрирование сетей и серверов","5171390","52","2585695"
"техническая поддержка рабочих станций и ИТ сервисов","5924667","157","1974889"
"веб-разработка","5979120","200","2989560"
"создание мобильных систем","6309415","89","3154707"
"создание и обслуживание систем контроля доступа к портам и устройствам","1399885","104","699942"
"организацию антивирусной защиты","7181506","148","3590753"
"решения касающиеся сетевой безопасности и отражения угроз","568260","224","189420"
"организация систем видеонаблюдения","7464076","277","3732038"
"построение и обслуживание структурированных кабельных систем (СКС)","7594319","191","2531439"
"создание и поддержка интеллектуальных медиасистем","8956864","81","2985621"
"телефония","2359909","183","1179954"
"создание виртуального офиса","1093208","96","546604"
"организация резервного копирования","269710","269","134855"
"администрирование сетей и серверов","612622","303","306311"
"техническая поддержка рабочих станций и ИТ сервисов","6180307","363","3090153"
"веб-разработка","1164537","321","388179"
"создание мобильных систем","1220739","148","610369"
"создание и обслуживание систем контроля доступа к портам и устройствам","4624688","189","1541562"
"организацию антивирусной защиты","3501273","92","1750636"
"решения касающиеся сетевой безопасности и отражения угроз","1113060","41","556530"
"организация систем видеонаблюдения","2508068","243","1254034"
"построение и обслуживание структурированных кабельных систем (СКС)","176117","126","58705"
"создание и поддержка интеллектуальных медиасистем","8080086","208","2693362"
"телефония","3896538","94","1948269"
"создание виртуального офиса","3884565","39","1294855"
"организация резервного копирования","3335332","263","1667666"
"администрирование сетей и серверов","5898422","228","2949211"
"техническая поддержка рабочих станций и ИТ сервисов","460128","277","153376"
"веб-разработка","9899549","337","4949774"
"создание мобильных систем","545227","41","272613"
"создание и обслуживание систем контроля доступа к портам и устройствам","224182","360","112091"
"организацию антивирусной защиты","9811834","186","4905917"
"решения касающиеся сетевой безопасности и отражения угроз","5280011","79","1760003"
"организация систем видеонаблюдения","1315268","100","657634"
"построение и обслуживание структурированных кабельных систем (СКС)","1996535","148","665511"
"создание и поддержка интеллектуальных медиасистем","9030543","140","3010181"
"телефония","2642442","168","880814"
"создание виртуального офиса","1493027","245","746513"
"организация резервного копирования","9654060","175","3218020"
"администрирование сетей и серверов","5158565","331","2579282"
"техническая поддержка рабочих станций и ИТ сервисов","4182242","310","2091121"
"веб-разработка","7766404","126","3883202"
"создание мобильных систем","7725975","75","2575325"
"создание и обслуживание систем контроля доступа к портам и устройствам","4517496","351","1505832"
"организацию антивирусной защиты","9267626","306","3089208"
"решения касающиеся сетевой безопасности и отражения угроз","558900","337","279450"
"организация систем видеонаблюдения","1071536","111","357178"
"построение и обслуживание структурированных кабельных систем (СКС)","8584406","241","4292203"
"создание и поддержка интеллектуальных медиасистем","3266139","239","1633069"
"телефония","7998616","298","2666205"
"создание виртуального офиса","704805","45","352402"
"организация резервного копирования","1872730","204","624243"
"администрирование сетей и серверов","7851168","159","3925584"
"техническая поддержка рабочих станций и ИТ сервисов","4499645","135","2249822"
"веб-разработка","7735130","140","2578376"
"создание мобильных систем","8422179","172","4211089"
"создание и обслуживание систем контроля доступа к портам и устройствам","3147818","171","1573909"
"организацию антивирусной защиты","2591133","143","1295566"
"решения касающиеся сетевой безопасности и отражения угроз","2148337","324","1074168"
"организация систем видеонаблюдения","1843728","200","614576"
"построение и обслуживание структурированных кабельных систем (СКС)","9095135","185","3031711"
"создание и поддержка интеллектуальных медиасистем","9506347","186","4753173"
"телефония","4327493","80","2163746"
"создание виртуального офиса","1384282","204","461427"
"организация резервного копирования","3245010","28","1081670"
"администрирование сетей и серверов","3303579","171","1101193"
"техническая поддержка рабочих станций и ИТ сервисов","4704816","270","2352408"
"веб-разработка","4349934","102","2174967"
"создание мобильных систем","8597198","134","2865732"
"создание и обслуживание систем контроля доступа к портам и устройствам","1273041","134","636520"
"организацию антивирусной защиты","4364013","259","1454671"
"решения касающиеся сетевой безопасности и отражения угроз","1727621","267","863810"
"организация систем видеонаблюдения","2571628","122","1285814"
"построение и обслуживание структурированных кабельных систем (СКС)","2010084","137","670028"
"создание и поддержка интеллектуальных медиасистем","3071832","362","1023944"
"телефония","1049474","99","349824"
"создание виртуального офиса","3984676","290","1328225"
"организация резервного копирования","7762959","221","3881479"
"администрирование сетей и серверов","7292017","104","3646008"
"техническая поддержка рабочих станций и ИТ сервисов","8969864","96","2989954"
"веб-разработка","388415","222","129471"
"создание мобильных систем","402676","170","201338"
"создание и обслуживание систем контроля доступа к портам и устройствам","6044031","47","3022015"
"организацию антивирусной защиты","5829654","55","1943218"
"решения касающиеся сетевой безопасности и отражения угроз","8138507","106","2712835"
"организация систем видеонаблюдения","1463533","172","731766"
"построение и обслуживание структурированных кабельных систем (СКС)","5164785","33","1721595"
"создание и поддержка интеллектуальных медиасистем","8212255","233","2737418"
"телефония","8746664","284","4373332"
"создание виртуального офиса","7701840","161","3850920"
"организация резервного копирования","4949055","216","1649685"
"администрирование сетей и серверов","9325674","135","4662837"
"техническая поддержка рабочих станций и ИТ сервисов","7254336","274","3627168"
"веб-разработка","7188670","228","3594335"
"создание мобильных систем","9481328","18","4740664"
"создание и обслуживание систем контроля доступа к портам и устройствам","8838531","335","2946177"
"организацию антивирусной защиты","7634260","286","2544753"
"решения касающиеся сетевой безопасности и отражения угроз","8744809","217","2914936"
"организация систем видеонаблюдения","9636181","220","3212060"
"построение и обслуживание структурированных кабельных систем (СКС)","9718012","315","3239337"
"создание и поддержка интеллектуальных медиасистем","3642129","281","1821064"
"телефония","3262688","165","1087562"
"создание виртуального офиса","7213074","286","2404358"
"организация резервного копирования","5058980","85","2529490"
"администрирование сетей и серверов","3760449","178","1880224"
"техническая поддержка рабочих станций и ИТ сервисов","5369432","108","2684716"
"веб-разработка","8962525","242","4481262"
"создание мобильных систем","5458305","317","1819435"
"создание и обслуживание систем контроля доступа к портам и устройствам","5227197","40","1742399"
"организацию антивирусной защиты","3826872","137","1913436"
"решения касающиеся сетевой безопасности и отражения угроз","7850815","326","2616938"
"организация систем видеонаблюдения","5730157","153","2865078"
"построение и обслуживание структурированных кабельных систем (СКС)","3351040","150","1675520"
"создание и поддержка интеллектуальных медиасистем","184065","90","92032"
"телефония","4223383","293","2111691"
"создание виртуального офиса","6322699","231","3161349"
"организация резервного копирования","7830839","85","3915419"
"администрирование сетей и серверов","9745560","96","3248520"
"техническая поддержка рабочих станций и ИТ сервисов","713246","298","356623"
"веб-разработка","206628","46","68876"
"создание мобильных систем","5594485","311","2797242"
"создание и обслуживание систем контроля доступа к портам и устройствам","1035058","123","517529"
"организацию антивирусной защиты","4911301","54","2455650"
"решения касающиеся сетевой безопасности и отражения угроз","2556386","168","1278193"
"организация систем видеонаблюдения","9659075","52","3219691"
"построение и обслуживание структурированных кабельных систем (СКС)","7241371","274","3620685"
"создание и поддержка интеллектуальных медиасистем","6480506","337","3240253"
"телефония","3940649","172","1970324"
"создание виртуального офиса","930453","257","465226"
"организация резервного копирования","8621058","222","2873686"
"администрирование сетей и серверов","1895018","263","631672"
"техническая поддержка рабочих станций и ИТ сервисов","7754221","257","2584740"
"веб-разработка","8228311","332","4114155"
"создание мобильных систем","2503429","224","834476"
"создание и обслуживание систем контроля доступа к портам и устройствам","8867936","26","4433968"
"организацию антивирусной защиты","1687252","274","843626"
"решения касающиеся сетевой безопасности и отражения угроз","9289798","98","3096599"
"организация систем видеонаблюдения","2954964","320","984988"
"построение и обслуживание структурированных кабельных систем (СКС)","6220235","264","2073411"
"создание и поддержка интеллектуальных медиасистем","2339208","149","1169604"
"телефония","4551803","75","1517267"
"создание виртуального офиса","6926437","155","3463218"
"организация резервного копирования","2047582","163","1023791"
"администрирование сетей и серверов","1556856","262","518952"
"техническая поддержка рабочих станций и ИТ сервисов","1449250","183","724625"
"веб-разработка","5060691","230","2530345"
"создание мобильных систем","9152433","126","4576216"
"создание и обслуживание систем контроля доступа к портам и устройствам","2912621","37","970873"
"организацию антивирусной защиты","5436425","356","2718212"
"решения касающиеся сетевой безопасности и отражения угроз","4139091","303","2069545"
"организация систем видеонаблюдения","8575973","58","4287986"
"построение и обслуживание структурированных кабельных систем (СКС)","4355013","240","2177506"
"создание и поддержка интеллектуальных медиасистем","3180915","14","1590457"
"телефония","4268342","282","1422780"
"создание виртуального офиса","1276229","161","638114"
"организация резервного копирования","178317","93","59439"
"администрирование сетей и серверов","9833773","83","3277924"
"техническая поддержка рабочих станций и ИТ сервисов","1001556","284","333852"
"веб-разработка","5024712","286","1674904"
"создание мобильных систем","4169343","300","1389781"
"создание и обслуживание систем контроля доступа к портам и устройствам","8003576","289","2667858"
"организацию антивирусной защиты","8142875","143","4071437"
"решения касающиеся сетевой безопасности и отражения угроз","1358067","186","679033"
