"Название Услуги","Ориентировочная Стоимость","Срок Исполнения","Размер Предоплаты"
"администрирование сетей и серверов","541833","261","180611"
"техническая поддержка рабочих станций и ИТ сервисов","3972934","34","1324311"
"веб-разработка","6242216","129","3121108"
"создание мобильных систем","7317862","333","3658931"
"создание и обслуживание систем контроля доступа к портам и устройствам","8303524","290","4151762"
"организацию антивирусной защиты","7384932","201","3692466"
"решения касающиеся сетевой безопасности и отражения угроз","3681149","128","1227049"
"организация систем видеонаблюдения","6709758","25","2236586"
"построение и обслуживание структурированных кабельных систем (СКС)","1427725","279","713862"
"создание и поддержка интеллектуальных медиасистем","3695820","179","1847910"
"телефония","6584139","57","2194713"
"создание виртуального офиса","4071918","309","2035959"
"организация резервного копирования","6067780","287","2022593"
"администрирование сетей и серверов","6419925","303","3209962"
"техническая поддержка рабочих станций и ИТ сервисов","9889293","54","3296431"
"веб-разработка","8850946","78","2950315"
"создание мобильных систем","4490126","139","1496708"
"создание и обслуживание систем контроля доступа к портам и устройствам","8337846","42","2779282"
"организацию антивирусной защиты","9426321","126","4713160"
"решения касающиеся сетевой безопасности и отражения угроз","6848690","306","3424345"
"организация систем видеонаблюдения","5155925","246","1718641"
"построение и обслуживание структурированных кабельных систем (СКС)","7791747","64","3895873"
"создание и поддержка интеллектуальных медиасистем","9431240","255","3143746"
"телефония","9085770","43","4542885"
"создание виртуального офиса","7303948","328","3651974"
"организация резервного копирования","6727842","185","3363921"
"администрирование сетей и серверов","4327958","144","1442652"
"техническая поддержка рабочих станций и ИТ сервисов","8607479","226","2869159"
"веб-разработка","492337","167","246168"
"создание мобильных систем","3575502","88","1787751"
"создание и обслуживание систем контроля доступа к портам и устройствам","5337257","198","1779085"
"организацию антивирусной защиты","5616779","182","1872259"
"решения касающиеся сетевой безопасности и отражения угроз","6590027","269","3295013"
"организация систем видеонаблюдения","5203912","209","1734637"
"построение и обслуживание структурированных кабельных систем (СКС)","2737190","322","912396"
"создание и поддержка интеллектуальных медиасистем","7960878","50","2653626"
"телефония","3159090","56","1579545"
"создание виртуального офиса","2914068","347","971356"
"организация резервного копирования","4407903","302","1469301"
"администрирование сетей и серверов","2501345","194","833781"
"техническая поддержка рабочих станций и ИТ сервисов","2981549","125","1490774"
"веб-разработка","6226647","188","2075549"
"создание мобильных систем","3429952","189","1714976"
"создание и обслуживание систем контроля доступа к портам и устройствам","9880047","292","4940023"
"организацию антивирусной защиты","7202135","218","2400711"
"решения касающиеся сетевой безопасности и отражения угроз","5610539","342","2805269"
"организация систем видеонаблюдения","7700201","43","2566733"
"построение и обслуживание структурированных кабельных систем (СКС)","5302675","269","2651337"
"создание и поддержка интеллектуальных медиасистем","179515","272","89757"
"телефония","9167292","26","4583646"
"создание виртуального офиса","1895734","127","947867"
"организация резервного копирования","5383488","78","2691744"
"администрирование сетей и серверов","1795743","48","598581"
"техническая поддержка рабочих станций и ИТ сервисов","157602","260","52534"
"веб-разработка","9347258","289","3115752"
"создание мобильных систем","2558481","76","852827"
"создание и обслуживание систем контроля доступа к портам и устройствам","5752189","264","1917396"
"организацию антивирусной защиты","8755676","363","2918558"
"решения касающиеся сетевой безопасности и отражения угроз","8722987","290","4361493"
"организация систем видеонаблюдения","3161518","97","1053839"
"построение и обслуживание структурированных кабельных систем (СКС)","3007339","14","1002446"
"создание и поддержка интеллектуальных медиасистем","1448709","186","724354"
"телефония","2421750","30","807250"
"создание виртуального офиса","6739319","28","3369659"
"организация резервного копирования","3484828","298","1161609"
"администрирование сетей и серверов","5572214","56","2786107"
"техническая поддержка рабочих станций и ИТ сервисов","6194067","231","3097033"
"веб-разработка","2500208","322","1250104"
"создание мобильных систем","7052544","184","3526272"
"создание и обслуживание систем контроля доступа к портам и устройствам","4693560","109","2346780"
"организацию антивирусной защиты","5297139","300","1765713"
"решения касающиеся сетевой безопасности и отражения угроз","2113289","159","1056644"
"организация систем видеонаблюдения","6024262","83","2008087"
"построение и обслуживание структурированных кабельных систем (СКС)","7430276","285","2476758"
"создание и поддержка интеллектуальных медиасистем","5647382","279","2823691"
"телефония","5313545","339","2656772"
"создание виртуального офиса","7479746","171","3739873"
"организация резервного копирования","7933688","210","2644562"
"администрирование сетей и серверов","1167161","124","583580"
"техническая поддержка рабочих станций и ИТ сервисов","7878967","29","3939483"
"веб-разработка","7494506","343","2498168"
"создание мобильных систем","4822936","49","2411468"
"создание и обслуживание систем контроля доступа к портам и устройствам","8690220","67","2896740"
"организацию антивирусной защиты","572932","207","190977"
"решения касающиеся сетевой безопасности и отражения угроз","2721370","35","907123"
"организация систем видеонаблюдения","209535","116","104767"
"построение и обслуживание структурированных кабельных систем (СКС)","3910690","99","1955345"
"создание и поддержка интеллектуальных медиасистем","2791000","106","930333"
"телефония","8773175","42","4386587"
"создание виртуального офиса","4455009","111","2227504"
"организация резервного копирования","3207489","289","1069163"
"администрирование сетей и серверов","2114359","338","704786"
"техническая поддержка рабочих станций и ИТ сервисов","5414641","142","1804880"
"веб-разработка","1782847","246","891423"
"создание мобильных систем","184570","218","92285"
"создание и обслуживание систем контроля доступа к портам и устройствам","1423728","173","711864"
"организацию антивирусной защиты","8500833","271","2833611"
"решения касающиеся сетевой безопасности и отражения угроз","9512709","177","3170903"
"организация систем видеонаблюдения","4569586","151","2284793"
"построение и обслуживание структурированных кабельных систем (СКС)","5755266","286","1918422"
"создание и поддержка интеллектуальных медиасистем","4899218","334","1633072"
"телефония","2817219","100","1408609"
"создание виртуального офиса","127263","100","63631"
"организация резервного копирования","9429452","87","3143150"
"администрирование сетей и серверов","3760070","167","1253356"
"техническая поддержка рабочих станций и ИТ сервисов","8380590","180","2793530"
"веб-разработка","3217551","254","1608775"
"создание мобильных систем","9340619","97","4670309"
"создание и обслуживание систем контроля доступа к портам и устройствам","7462579","291","3731289"
"организацию антивирусной защиты","5466241","150","1822080"
"решения касающиеся сетевой безопасности и отражения угроз","9537729","260","4768864"
"организация систем видеонаблюдения","9422142","246","4711071"
"построение и обслуживание структурированных кабельных систем (СКС)","5546175","255","1848725"
"создание и поддержка интеллектуальных медиасистем","5245334","341","2622667"
"телефония","4585041","142","2292520"
"создание виртуального офиса","9657867","248","3219289"
"организация резервного копирования","2838638","217","1419319"
"администрирование сетей и серверов","5981538","105","2990769"
"техническая поддержка рабочих станций и ИТ сервисов","9870610","193","4935305"
"веб-разработка","6824512","175","3412256"
"создание мобильных систем","5779846","119","2889923"
"создание и обслуживание систем контроля доступа к портам и устройствам","798398","362","399199"
"организацию антивирусной защиты","9343783","362","3114594"
"решения касающиеся сетевой безопасности и отражения угроз","3987749","288","1993874"
"организация систем видеонаблюдения","2064111","354","1032055"
"построение и обслуживание структурированных кабельных систем (СКС)","9923927","28","4961963"
"создание и поддержка интеллектуальных медиасистем","6931177","179","2310392"
"телефония","6415518","93","2138506"
"создание виртуального офиса","6812009","236","2270669"
"организация резервного копирования","7112041","78","3556020"
"администрирование сетей и серверов","3701368","78","1850684"
"техническая поддержка рабочих станций и ИТ сервисов","6607116","51","3303558"
"веб-разработка","5014474","102","2507237"
"создание мобильных систем","2597990","214","865996"
"создание и обслуживание систем контроля доступа к портам и устройствам","412603","292","137534"
"организацию антивирусной защиты","1906290","165","953145"
"решения касающиеся сетевой безопасности и отражения угроз","3881907","289","1940953"
"организация систем видеонаблюдения","6963439","32","2321146"
"построение и обслуживание структурированных кабельных систем (СКС)","8030133","123","4015066"
"создание и поддержка интеллектуальных медиасистем","9238740","26","4619370"
"телефония","3533325","103","1766662"
"создание виртуального офиса","8582245","335","2860748"
"организация резервного копирования","1812999","259","604333"
"администрирование сетей и серверов","8755324","280","2918441"
"техническая поддержка рабочих станций и ИТ сервисов","4376901","249","1458967"
"веб-разработка","4426362","65","2213181"
"создание мобильных систем","941052","244","470526"
"создание и обслуживание систем контроля доступа к портам и устройствам","9015479","359","3005159"
"организацию антивирусной защиты","4461506","23","1487168"
"решения касающиеся сетевой безопасности и отражения угроз","5489921","74","2744960"
"организация систем видеонаблюдения","7236468","354","3618234"
"построение и обслуживание структурированных кабельных систем (СКС)","2146652","246","1073326"
"создание и поддержка интеллектуальных медиасистем","7706143","244","3853071"
"телефония","7600804","228","3800402"
"создание виртуального офиса","6712560","182","2237520"
"организация резервного копирования","7807757","173","3903878"
"администрирование сетей и серверов","9611753","223","4805876"
"техническая поддержка рабочих станций и ИТ сервисов","4418963","157","2209481"
"веб-разработка","7292855","340","2430951"
"создание мобильных систем","6681750","38","2227250"
"создание и обслуживание систем контроля доступа к портам и устройствам","2799510","174","933170"
"организацию антивирусной защиты","9670810","68","3223603"
"решения касающиеся сетевой безопасности и отражения угроз","7694180","177","2564726"
"организация систем видеонаблюдения","8717522","54","2905840"
"построение и обслуживание структурированных кабельных систем (СКС)","3748192","78","1249397"
"создание и поддержка интеллектуальных медиасистем","3825548","272","1275182"
"телефония","5868845","298","1956281"
"создание виртуального офиса","1367308","71","683654"
"организация резервного копирования","5811325","293","1937108"
"администрирование сетей и серверов","7096508","81","2365502"
"техническая поддержка рабочих станций и ИТ сервисов","5287887","239","2643943"
"веб-разработка","9437283","150","3145761"
"создание мобильных систем","3145724","293","1572862"
"создание и обслуживание систем контроля доступа к портам и устройствам","2824970","232","1412485"
"организацию антивирусной защиты","7234555","359","3617277"
"решения касающиеся сетевой безопасности и отражения угроз","3827175","16","1275725"
"организация систем видеонаблюдения","4079198","328","2039599"
"построение и обслуживание структурированных кабельных систем (СКС)","6403706","304","3201853"
"создание и поддержка интеллектуальных медиасистем","2482807","335","1241403"
"телефония","9933664","181","3311221"
"создание виртуального офиса","2057263","221","685754"
"организация резервного копирования","5575008","21","2787504"
"администрирование сетей и серверов","3909586","288","1303195"
"техническая поддержка рабочих станций и ИТ сервисов","6333231","278","2111077"
"веб-разработка","1328736","322","664368"
"создание мобильных систем","8983031","296","2994343"
"создание и обслуживание систем контроля доступа к портам и устройствам","4145576","300","2072788"
"организацию антивирусной защиты","1583147","267","791573"
"решения касающиеся сетевой безопасности и отражения угроз","4402914","144","2201457"
"организация систем видеонаблюдения","3907474","120","1302491"
"построение и обслуживание структурированных кабельных систем (СКС)","1103598","270","367866"
"создание и поддержка интеллектуальных медиасистем","7343117","287","3671558"
"телефония","4923392","346","2461696"
"создание виртуального офиса","7736586","196","3868293"
"организация резервного копирования","7139099","34","3569549"
"администрирование сетей и серверов","4353320","29","2176660"
"техническая поддержка рабочих станций и ИТ сервисов","3680761","16","1840380"
"веб-разработка","4058933","352","1352977"
"создание мобильных систем","8080180","295","4040090"
"создание и обслуживание систем контроля доступа к портам и устройствам","1224175","314","612087"
"организацию антивирусной защиты","7149401","98","3574700"
"решения касающиеся сетевой безопасности и отражения угроз","6426744","115","3213372"
"организация систем видеонаблюдения","9468210","351","3156070"
"построение и обслуживание структурированных кабельных систем (СКС)","8210491","122","2736830"
"создание и поддержка интеллектуальных медиасистем","9289428","83","3096476"
"телефония","969267","103","323089"
"создание виртуального офиса","7020017","17","3510008"
"организация резервного копирования","222660","178","74220"
"администрирование сетей и серверов","2930462","115","1465231"
"техническая поддержка рабочих станций и ИТ сервисов","9958811","111","4979405"
"веб-разработка","2501271","152","1250635"
"создание мобильных систем","9918220","304","4959110"
"создание и обслуживание систем контроля доступа к портам и устройствам","4423625","27","2211812"
"организацию антивирусной защиты","4883237","356","2441618"
"решения касающиеся сетевой безопасности и отражения угроз","737983","45","368991"
"организация систем видеонаблюдения","1632347","35","816173"
"построение и обслуживание структурированных кабельных систем (СКС)","8346140","220","4173070"
"создание и поддержка интеллектуальных медиасистем","6992541","293","2330847"
"телефония","6816418","33","2272139"
"создание виртуального офиса","7338405","222","3669202"
"организация резервного копирования","8181197","348","4090598"
"администрирование сетей и серверов","2091062","261","697020"
"техническая поддержка рабочих станций и ИТ сервисов","544450","120","272225"
"веб-разработка","1279176","88","426392"
"создание мобильных систем","3426363","321","1142121"
"создание и обслуживание систем контроля доступа к портам и устройствам","9701276","283","4850638"
"организацию антивирусной защиты","9878194","31","4939097"
"решения касающиеся сетевой безопасности и отражения угроз","2231314","215","743771"
"организация систем видеонаблюдения","1884842","106","628280"
"построение и обслуживание структурированных кабельных систем (СКС)","6911878","62","3455939"
"создание и поддержка интеллектуальных медиасистем","610596","125","305298"
"телефония","4313279","151","1437759"
"создание виртуального офиса","6724571","293","2241523"
"организация резервного копирования","2180360","34","726786"
"администрирование сетей и серверов","4777360","107","1592453"
"техническая поддержка рабочих станций и ИТ сервисов","3614207","59","1807103"
"веб-разработка","4843016","275","2421508"
"создание мобильных систем","7778980","321","2592993"
"создание и обслуживание систем контроля доступа к портам и устройствам","5572446","135","2786223"
"организацию антивирусной защиты","2792918","352","930972"
"решения касающиеся сетевой безопасности и отражения угроз","8926457","119","2975485"
"организация систем видеонаблюдения","2502688","42","834229"
"построение и обслуживание структурированных кабельных систем (СКС)","342833","17","114277"
"создание и поддержка интеллектуальных медиасистем","2433438","36","1216719"
"телефония","8452326","78","4226163"
"создание виртуального офиса","1500307","104","750153"
"организация резервного копирования","9920848","66","4960424"
"администрирование сетей и серверов","4118727","317","2059363"
"техническая поддержка рабочих станций и ИТ сервисов","2771273","260","923757"
"веб-разработка","7712344","71","2570781"
"создание мобильных систем","1145010","347","381670"
"создание и обслуживание систем контроля доступа к портам и устройствам","5071102","203","2535551"
"организацию антивирусной защиты","6070686","70","3035343"
"решения касающиеся сетевой безопасности и отражения угроз","9011429","338","3003809"
"организация систем видеонаблюдения","7608678","175","2536226"
"построение и обслуживание структурированных кабельных систем (СКС)","438795","343","219397"
"создание и поддержка интеллектуальных медиасистем","4957307","25","1652435"
"телефония","4666838","254","2333419"
"создание виртуального офиса","8169244","260","4084622"
"организация резервного копирования","6618740","147","2206246"
"администрирование сетей и серверов","7806022","38","3903011"
"техническая поддержка рабочих станций и ИТ сервисов","7799522","354","2599840"
"веб-разработка","3741939","76","1247313"
"создание мобильных систем","8393055","260","4196527"
"создание и обслуживание систем контроля доступа к портам и устройствам","3102359","338","1034119"
"организацию антивирусной защиты","3163760","244","1054586"
"решения касающиеся сетевой безопасности и отражения угроз","7756959","120","2585653"
"организация систем видеонаблюдения","1385109","293","692554"
"построение и обслуживание структурированных кабельных систем (СКС)","1702252","54","567417"
"создание и поддержка интеллектуальных медиасистем","5854690","129","1951563"
"телефония","7497590","288","2499196"
"создание виртуального офиса","4046850","241","1348950"
"организация резервного копирования","6927779","347","3463889"
"администрирование сетей и серверов","1624974","68","541658"
"техническая поддержка рабочих станций и ИТ сервисов","6723896","318","2241298"
"веб-разработка","1187353","189","395784"
"создание мобильных систем","788983","338","394491"
"создание и обслуживание систем контроля доступа к портам и устройствам","4995278","259","1665092"
"организацию антивирусной защиты","6918937","291","3459468"
"решения касающиеся сетевой безопасности и отражения угроз","7211285","328","2403761"
"организация систем видеонаблюдения","2530041","60","843347"
"построение и обслуживание структурированных кабельных систем (СКС)","354478","64","118159"
"создание и поддержка интеллектуальных медиасистем","4059437","56","2029718"
"телефония","4123066","33","1374355"
"создание виртуального офиса","1828426","59","914213"
"организация резервного копирования","6623267","341","3311633"
"администрирование сетей и серверов","1876846","155","625615"
"техническая поддержка рабочих станций и ИТ сервисов","3507193","61","1169064"
"веб-разработка","3331731","337","1110577"
"создание мобильных систем","590138","113","295069"
"создание и обслуживание систем контроля доступа к портам и устройствам","2786125","166","928708"
"организацию антивирусной защиты","4617298","223","2308649"
"решения касающиеся сетевой безопасности и отражения угроз","4333666","164","1444555"
"организация систем видеонаблюдения","921614","151","460807"
"построение и обслуживание структурированных кабельных систем (СКС)","3850579","85","1925289"
"создание и поддержка интеллектуальных медиасистем","5743732","174","1914577"
"телефония","1748225","23","582741"
"создание виртуального офиса","4335955","296","1445318"
"организация резервного копирования","6405458","172","3202729"
"администрирование сетей и серверов","9870208","134","4935104"
"техническая поддержка рабочих станций и ИТ сервисов","8626516","111","4313258"
"веб-разработка","7398032","116","2466010"
"создание мобильных систем","6808397","83","2269465"
"создание и обслуживание систем контроля доступа к портам и устройствам","608940","212","202980"
"организацию антивирусной защиты","3009679","203","1504839"
"решения касающиеся сетевой безопасности и отражения угроз","8504650","39","4252325"
